"Date","Open","High","Low","Close","Jaw ‌Alligator‌ (y,13,21,8,13,5,8,n)","Teeth ‌Alligator‌ (y,13,21,8,13,5,8,n)","Lips ‌Alligator‌ (y,13,21,8,13,5,8,n)","MA ‌ma‌ (5,ma,0)","MA ‌ma‌ (15,ma,0)"
"Thu Dec 29 2022 13:40:00 GMT+0530 (India Standard Time)","18047.40","18062.80","18045.50","18062.80","18031.51","18026.24","18024.23","18047.02","18036.37"
"Thu Dec 29 2022 13:45:00 GMT+0530 (India Standard Time)","18062.00","18081.00","18062.00","18068.50","18031.63","18025.00","18029.68","18052.26","18039.64"
"Thu Dec 29 2022 13:50:00 GMT+0530 (India Standard Time)","18067.20","18086.90","18067.20","18073.80","18031.72","18024.51","18033.60","18059.03","18043.10"
"Thu Dec 29 2022 13:55:00 GMT+0530 (India Standard Time)","18071.20","18093.00","18071.20","18092.35","18031.45","18023.66","18036.79","18069.05","18048.09"
"Thu Dec 29 2022 14:00:00 GMT+0530 (India Standard Time)","18091.70","18097.45","18079.60","18089.40","18031.21","18023.28","18038.10","18077.37","18052.69"
"Thu Dec 29 2022 14:05:00 GMT+0530 (India Standard Time)","18089.45","18097.05","18088.55","18091.25","18030.90","18024.56","18038.18","18083.06","18057.52"
"Thu Dec 29 2022 14:10:00 GMT+0530 (India Standard Time)","18089.90","18091.65","18077.20","18085.05","18030.25","18027.93","18038.73","18086.37","18061.84"
"Thu Dec 29 2022 14:15:00 GMT+0530 (India Standard Time)","18084.55","18088.65","18073.95","18078.25","18029.41","18030.60","18039.88","18087.26","18064.07"
"Thu Dec 29 2022 14:20:00 GMT+0530 (India Standard Time)","18078.55","18092.40","18077.55","18080.55","18028.98","18032.97","18042.73","18084.90","18066.22"
"Thu Dec 29 2022 14:25:00 GMT+0530 (India Standard Time)","18079.85","18086.75","18076.00","18076.00","18028.01","18034.27","18048.48","18082.22","18067.80"
"Thu Dec 29 2022 14:30:00 GMT+0530 (India Standard Time)","18074.85","18092.90","18073.60","18091.65","18027.48","18034.79","18054.20","18082.30","18070.79"
"Thu Dec 29 2022 14:35:00 GMT+0530 (India Standard Time)","18090.75","18103.00","18081.20","18101.40","18026.72","18035.56","18059.78","18085.57","18074.73"
"Thu Dec 29 2022 14:40:00 GMT+0530 (India Standard Time)","18101.30","18129.60","18101.30","18126.50","18026.26","18036.67","18065.53","18095.22","18080.50"
"Thu Dec 29 2022 14:45:00 GMT+0530 (India Standard Time)","18127.15","18137.70","18121.15","18127.25","18026.82","18038.86","18070.98","18104.56","18086.17"
"Thu Dec 29 2022 14:50:00 GMT+0530 (India Standard Time)","18127.00","18148.60","18126.50","18148.10","18028.72","18042.94","18073.67","18118.98","18092.86"
"Thu Dec 29 2022 14:55:00 GMT+0530 (India Standard Time)","18147.80","18157.30","18133.00","18139.95","18030.30","18047.20","18075.20","18128.64","18098.00"
"Thu Dec 29 2022 15:00:00 GMT+0530 (India Standard Time)","18140.85","18177.85","18140.85","18175.45","18031.78","18051.56","18077.15","18143.45","18105.13"
"Thu Dec 29 2022 15:05:00 GMT+0530 (India Standard Time)","18177.45","18190.70","18176.25","18188.75","18032.67","18056.18","18078.00","18155.90","18112.79"
"Thu Dec 29 2022 15:10:00 GMT+0530 (India Standard Time)","18189.45","18203.10","18187.90","18195.65","18033.12","18060.76","18079.05","18169.58","18119.68"
"Thu Dec 29 2022 15:15:00 GMT+0530 (India Standard Time)","18195.90","18198.15","18188.70","18196.85","18033.72","18063.72","18081.66","18179.33","18126.84"
"Thu Dec 29 2022 15:20:00 GMT+0530 (India Standard Time)","18196.40","18208.95","18196.40","18205.90","18034.54","18065.92","18088.42","18192.52","18134.49"
"Thu Dec 29 2022 15:25:00 GMT+0530 (India Standard Time)","18206.35","18210.85","18200.10","18210.40","18036.05","18068.30","18096.62","18199.51","18142.84"
"Fri Dec 30 2022 09:15:00 GMT+0530 (India Standard Time)","18259.10","18264.55","18211.65","18218.45","18038.78","18069.93","18104.80","18205.45","18152.19"
"Fri Dec 30 2022 09:20:00 GMT+0530 (India Standard Time)","18219.10","18245.95","18219.10","18237.40","18041.72","18071.60","18112.87","18213.80","18162.65"
"Fri Dec 30 2022 09:25:00 GMT+0530 (India Standard Time)","18238.10","18255.20","18238.10","18252.30","18044.83","18074.16","18122.17","18224.89","18174.40"
"Fri Dec 30 2022 09:30:00 GMT+0530 (India Standard Time)","18251.85","18261.95","18211.70","18214.30","18048.19","18079.32","18134.43","18226.57","18182.58"
"Fri Dec 30 2022 09:35:00 GMT+0530 (India Standard Time)","18215.40","18262.40","18211.95","18261.60","18051.62","18085.58","18146.64","18236.81","18193.26"
"Fri Dec 30 2022 09:40:00 GMT+0530 (India Standard Time)","18260.85","18264.60","18233.05","18240.30","18054.14","18092.08","18156.00","18241.18","18200.84"
"Fri Dec 30 2022 09:45:00 GMT+0530 (India Standard Time)","18240.20","18252.60","18236.50","18238.65","18056.23","18098.71","18165.34","18241.43","18208.27"
"Fri Dec 30 2022 09:50:00 GMT+0530 (India Standard Time)","18238.95","18257.05","18234.90","18256.60","18058.44","18106.29","18173.36","18242.29","18215.50"
"Fri Dec 30 2022 09:55:00 GMT+0530 (India Standard Time)","18256.80","18259.05","18247.05","18247.05","18060.21","18115.94","18186.31","18248.84","18222.64"
"Fri Dec 30 2022 10:00:00 GMT+0530 (India Standard Time)","18246.85","18247.30","18233.70","18234.80","18061.98","18125.89","18195.55","18243.48","18226.60"
"Fri Dec 30 2022 10:05:00 GMT+0530 (India Standard Time)","18234.25","18245.75","18224.95","18228.70","18064.30","18134.33","18205.77","18241.16","18229.26"
"Fri Dec 30 2022 10:10:00 GMT+0530 (India Standard Time)","18228.90","18233.05","18217.25","18219.10","18068.23","18142.87","18211.98","18237.25","18230.83"
"Fri Dec 30 2022 10:15:00 GMT+0530 (India Standard Time)","18219.35","18228.15","18217.50","18223.80","18072.94","18150.70","18217.02","18230.69","18232.62"
"Fri Dec 30 2022 10:20:00 GMT+0530 (India Standard Time)","18224.55","18234.25","18219.20","18230.50","18077.91","18161.62","18223.38","18227.38","18234.26"
"Fri Dec 30 2022 10:25:00 GMT+0530 (India Standard Time)","18230.85","18237.90","18229.10","18235.35","18083.08","18170.49","18227.62","18227.49","18235.93"
"Fri Dec 30 2022 10:30:00 GMT+0530 (India Standard Time)","18235.15","18243.45","18234.90","18241.80","18088.95","18180.01","18231.29","18230.11","18237.48"
"Fri Dec 30 2022 10:35:00 GMT+0530 (India Standard Time)","18242.55","18242.60","18231.40","18241.85","18096.22","18187.11","18235.64","18234.66","18237.78"
"Fri Dec 30 2022 10:40:00 GMT+0530 (India Standard Time)","18241.55","18252.45","18239.65","18242.80","18103.86","18193.37","18236.61","18238.46","18237.15"
"Fri Dec 30 2022 10:45:00 GMT+0530 (India Standard Time)","18242.30","18243.75","18233.05","18239.85","18110.75","18200.30","18236.36","18240.33","18238.85"
"Fri Dec 30 2022 10:50:00 GMT+0530 (India Standard Time)","18240.10","18241.15","18231.85","18233.30","18117.82","18205.83","18234.12","18239.92","18236.96"
"Fri Dec 30 2022 10:55:00 GMT+0530 (India Standard Time)","18233.35","18234.10","18223.10","18226.65","18124.56","18210.85","18231.86","18236.89","18236.05"
"Fri Dec 30 2022 11:00:00 GMT+0530 (India Standard Time)","18227.90","18233.30","18224.65","18225.20","18133.29","18216.12","18230.83","18233.56","18235.16"
"Fri Dec 30 2022 11:05:00 GMT+0530 (India Standard Time)","18225.05","18229.50","18218.45","18228.60","18140.93","18219.17","18231.37","18230.72","18233.29"
"Fri Dec 30 2022 11:10:00 GMT+0530 (India Standard Time)","18228.85","18234.50","18226.25","18234.50","18149.06","18221.19","18232.93","18229.65","18232.45"
"Fri Dec 30 2022 11:15:00 GMT+0530 (India Standard Time)","18234.15","18235.65","18213.80","18214.20","18155.81","18221.69","18233.74","18225.83","18231.08"
"Fri Dec 30 2022 11:20:00 GMT+0530 (India Standard Time)","18213.85","18221.45","18211.30","18215.95","18162.07","18221.83","18236.20","18223.69","18230.23"
"Fri Dec 30 2022 11:25:00 GMT+0530 (India Standard Time)","18215.60","18223.35","18213.85","18220.30","18168.74","18222.44","18236.64","18222.71","18230.31"
"Fri Dec 30 2022 11:30:00 GMT+0530 (India Standard Time)","18220.30","18222.85","18206.60","18222.85","18174.57","18223.82","18236.61","18221.56","18230.25"
"Fri Dec 30 2022 11:35:00 GMT+0530 (India Standard Time)","18222.40","18224.25","18215.40","18215.90","18180.07","18225.74","18235.01","18217.84","18229.27"
"Fri Dec 30 2022 11:40:00 GMT+0530 (India Standard Time)","18215.65","18216.15","18204.65","18210.00","18185.68","18227.15","18233.80","18217.00","18227.58"
"Fri Dec 30 2022 11:45:00 GMT+0530 (India Standard Time)","18209.85","18212.35","18203.65","18204.20","18189.90","18229.51","18231.84","18214.65","18225.08"
"Fri Dec 30 2022 11:50:00 GMT+0530 (India Standard Time)","18203.55","18210.00","18201.35","18205.50","18193.39","18230.62","18231.55","18211.69","18222.65"
"Fri Dec 30 2022 11:55:00 GMT+0530 (India Standard Time)","18205.30","18210.05","18189.45","18192.00","18195.84","18231.36","18230.18","18205.52","18219.27"
"Fri Dec 30 2022 12:00:00 GMT+0530 (India Standard Time)","18190.90","18211.25","18185.25","18209.00","18197.91","18231.01","18227.42","18204.14","18217.21"
"Fri Dec 30 2022 12:05:00 GMT+0530 (India Standard Time)","18208.00","18220.25","18205.90","18212.15","18200.13","18230.76","18225.66","18204.57","18215.80"
"Fri Dec 30 2022 12:10:00 GMT+0530 (India Standard Time)","18211.45","18214.55","18205.70","18206.40","18202.70","18229.91","18223.47","18205.01","18214.45"
"Fri Dec 30 2022 12:15:00 GMT+0530 (India Standard Time)","18205.90","18216.30","18204.50","18216.05","18205.50","18229.97","18222.74","18207.12","18213.84"
"Fri Dec 30 2022 12:20:00 GMT+0530 (India Standard Time)","18216.30","18217.05","18209.05","18212.75","18207.93","18229.31","18220.27","18211.27","18212.78"
"Fri Dec 30 2022 12:25:00 GMT+0530 (India Standard Time)","18213.80","18214.65","18204.75","18204.85","18210.86","18227.70","18217.82","18210.44","18210.81"
"Fri Dec 30 2022 12:30:00 GMT+0530 (India Standard Time)","18203.45","18212.15","18201.50","18209.75","18212.98","18226.56","18215.39","18209.96","18210.51"
"Fri Dec 30 2022 12:35:00 GMT+0530 (India Standard Time)","18209.45","18229.45","18209.45","18228.50","18214.79","18225.08","18212.26","18214.38","18211.35"
"Fri Dec 30 2022 12:40:00 GMT+0530 (India Standard Time)","18227.55","18233.65","18223.45","18232.40","18215.85","18224.42","18209.46","18217.65","18212.15"
"Fri Dec 30 2022 12:45:00 GMT+0530 (India Standard Time)","18232.20","18233.90","18219.75","18225.45","18216.86","18222.67","18210.18","18220.19","18212.33"
"Fri Dec 30 2022 12:50:00 GMT+0530 (India Standard Time)","18224.75","18228.00","18218.95","18224.40","18217.41","18220.84","18210.17","18224.10","18212.89"
"Fri Dec 30 2022 12:55:00 GMT+0530 (India Standard Time)","18224.35","18224.60","18216.70","18217.45","18218.40","18218.94","18210.22","18225.64","18213.39"
"Fri Dec 30 2022 13:00:00 GMT+0530 (India Standard Time)","18217.40","18223.45","18192.00","18192.00","18218.89","18216.54","18210.78","18218.34","18212.58"
"Fri Dec 30 2022 13:05:00 GMT+0530 (India Standard Time)","18191.90","18206.00","18184.95","18202.30","18218.70","18214.26","18210.57","18212.32","18212.36"
"Fri Dec 30 2022 13:10:00 GMT+0530 (India Standard Time)","18201.25","18201.75","18189.20","18194.95","18218.69","18214.11","18209.82","18206.22","18212.56"
"Fri Dec 30 2022 13:15:00 GMT+0530 (India Standard Time)","18193.40","18206.75","18187.70","18200.55","18218.38","18213.61","18211.74","18201.45","18212.00"
"Fri Dec 30 2022 13:20:00 GMT+0530 (India Standard Time)","18199.25","18203.05","18194.40","18196.40","18218.49","18213.21","18215.11","18197.24","18210.95"
"Fri Dec 30 2022 13:25:00 GMT+0530 (India Standard Time)","18195.65","18217.50","18194.05","18216.85","18217.87","18213.19","18217.45","18202.21","18211.64"
"Fri Dec 30 2022 13:30:00 GMT+0530 (India Standard Time)","18215.60","18218.40","18203.70","18211.65","18217.11","18212.75","18218.65","18204.08","18211.35"
"Fri Dec 30 2022 13:35:00 GMT+0530 (India Standard Time)","18210.85","18212.95","18201.45","18204.50","18216.23","18212.01","18219.05","18205.99","18210.80"
"Fri Dec 30 2022 13:40:00 GMT+0530 (India Standard Time)","18204.50","18205.15","18193.85","18198.30","18214.97","18212.94","18216.79","18205.54","18210.36"
"Fri Dec 30 2022 13:45:00 GMT+0530 (India Standard Time)","18197.05","18207.05","18194.70","18197.05","18213.68","18214.89","18212.53","18205.67","18209.52"
"Fri Dec 30 2022 13:50:00 GMT+0530 (India Standard Time)","18196.80","18197.90","18170.25","18177.75","18213.63","18216.38","18209.12","18197.85","18206.13"
"Fri Dec 30 2022 13:55:00 GMT+0530 (India Standard Time)","18177.35","18178.20","18170.20","18170.35","18213.36","18217.27","18206.74","18189.59","18202.00"
"Fri Dec 30 2022 14:00:00 GMT+0530 (India Standard Time)","18169.35","18184.80","18164.95","18166.50","18213.14","18217.69","18205.13","18181.99","18198.07"
"Fri Dec 30 2022 14:05:00 GMT+0530 (India Standard Time)","18166.10","18180.25","18166.10","18177.80","18213.13","18216.45","18205.26","18177.89","18194.96"
"Fri Dec 30 2022 14:10:00 GMT+0530 (India Standard Time)","18177.05","18201.95","18177.05","18199.45","18212.86","18213.83","18206.42","18178.37","18193.76"
"Fri Dec 30 2022 14:15:00 GMT+0530 (India Standard Time)","18198.65","18199.85","18184.60","18189.35","18212.40","18211.53","18206.58","18180.69","18193.58"
"Fri Dec 30 2022 14:20:00 GMT+0530 (India Standard Time)","18187.80","18191.00","18177.65","18184.40","18212.94","18209.74","18205.16","18183.50","18192.39"
"Fri Dec 30 2022 14:25:00 GMT+0530 (India Standard Time)","18182.85","18188.10","18167.55","18168.15","18214.14","18208.37","18204.30","18183.83","18190.60"
"Fri Dec 30 2022 14:30:00 GMT+0530 (India Standard Time)","18166.70","18177.65","18162.70","18170.50","18215.12","18208.04","18200.26","18182.37","18188.60"
"Fri Dec 30 2022 14:35:00 GMT+0530 (India Standard Time)","18170.30","18176.05","18165.15","18173.95","18215.76","18208.42","18195.05","18177.27","18187.10"
"Fri Dec 30 2022 14:40:00 GMT+0530 (India Standard Time)","18174.00","18177.75","18169.00","18173.20","18216.14","18208.27","18191.01","18174.04","18184.19"
"Fri Dec 30 2022 14:45:00 GMT+0530 (India Standard Time)","18172.20","18194.00","18172.20","18187.80","18215.49","18207.17","18187.44","18174.72","18182.60"
"Fri Dec 30 2022 14:50:00 GMT+0530 (India Standard Time)","18187.50","18201.85","18183.90","18201.40","18213.95","18206.38","18187.86","18181.37","18182.40"
"Fri Dec 30 2022 14:55:00 GMT+0530 (India Standard Time)","18201.30","18206.70","18176.90","18191.85","18212.53","18203.59","18188.73","18185.64","18181.97"
"Fri Dec 30 2022 15:00:00 GMT+0530 (India Standard Time)","18191.75","18194.10","18080.90","18088.05","18211.35","18199.92","18187.85","18168.46","18174.70"
"Fri Dec 30 2022 15:05:00 GMT+0530 (India Standard Time)","18087.20","18117.15","18084.00","18115.85","18210.38","18196.79","18185.84","18156.99","18170.57"
"Fri Dec 30 2022 15:10:00 GMT+0530 (India Standard Time)","18115.85","18119.55","18098.30","18098.30","18210.03","18193.84","18182.71","18139.09","18165.77"
"Fri Dec 30 2022 15:15:00 GMT+0530 (India Standard Time)","18097.95","18102.00","18081.05","18081.50","18210.11","18193.30","18180.29","18115.11","18160.10"
"Fri Dec 30 2022 15:20:00 GMT+0530 (India Standard Time)","18082.10","18116.55","18081.20","18115.35","18209.88","18193.16","18178.91","18099.81","18155.94"
"Fri Dec 30 2022 15:25:00 GMT+0530 (India Standard Time)","18115.15","18120.10","18109.15","18117.05","18209.08","18192.06","18179.74","18105.61","18150.45"
"Mon Jan 02 2023 09:15:00 GMT+0530 (India Standard Time)","18131.70","18150.15","18113.05","18113.10","18208.45","18190.28","18182.37","18105.06","18145.36"
"Mon Jan 02 2023 09:20:00 GMT+0530 (India Standard Time)","18115.75","18139.20","18097.50","18131.00","18206.58","18187.77","18184.26","18111.60","18141.80"
"Mon Jan 02 2023 09:25:00 GMT+0530 (India Standard Time)","18130.50","18132.95","18092.40","18101.85","18204.09","18185.62","18174.91","18115.67","18137.38"
"Mon Jan 02 2023 09:30:00 GMT+0530 (India Standard Time)","18101.90","18128.70","18087.55","18123.05","18201.84","18184.09","18160.04","18117.21","18134.22"
"Mon Jan 02 2023 09:35:00 GMT+0530 (India Standard Time)","18121.20","18146.65","18113.20","18146.65","18199.63","18183.97","18149.82","18123.13","18132.40"
"Mon Jan 02 2023 09:40:00 GMT+0530 (India Standard Time)","18146.00","18150.30","18135.00","18150.20","18198.85","18185.08","18138.16","18130.55","18130.87"
"Mon Jan 02 2023 09:45:00 GMT+0530 (India Standard Time)","18150.20","18167.25","18140.35","18163.35","18198.34","18185.92","18130.30","18137.02","18129.24"
"Mon Jan 02 2023 09:50:00 GMT+0530 (India Standard Time)","18164.25","18167.55","18156.85","18165.30","18197.27","18179.87","18127.17","18149.71","18126.83"
"Mon Jan 02 2023 09:55:00 GMT+0530 (India Standard Time)","18164.95","18171.75","18158.45","18160.30","18195.77","18169.96","18128.05","18157.16","18124.73"
"Mon Jan 02 2023 10:00:00 GMT+0530 (India Standard Time)","18161.05","18166.90","18154.70","18162.90","18193.80","18162.33","18126.11","18160.41","18129.72"
"Mon Jan 02 2023 10:05:00 GMT+0530 (India Standard Time)","18163.75","18172.95","18159.50","18166.10","18192.02","18153.48","18123.42","18163.59","18133.07"
"Mon Jan 02 2023 10:10:00 GMT+0530 (India Standard Time)","18166.40","18170.15","18160.30","18162.90","18190.58","18146.65","18120.36","18163.50","18137.37"
"Mon Jan 02 2023 10:15:00 GMT+0530 (India Standard Time)","18159.40","18165.30","18156.10","18162.55","18190.01","18142.65","18122.28","18162.95","18142.78"
"Mon Jan 02 2023 10:20:00 GMT+0530 (India Standard Time)","18163.15","18171.95","18163.15","18165.20","18190.23","18141.27","18126.35","18163.93","18146.10"
"Mon Jan 02 2023 10:25:00 GMT+0530 (India Standard Time)","18165.00","18169.70","18155.40","18156.75","18190.35","18138.40","18131.84","18162.70","18148.75"
"Mon Jan 02 2023 10:30:00 GMT+0530 (India Standard Time)","18157.35","18171.95","18157.35","18165.50","18186.28","18135.19","18137.91","18162.58","18152.24"
"Mon Jan 02 2023 10:35:00 GMT+0530 (India Standard Time)","18163.95","18189.90","18162.85","18188.80","18179.69","18131.80","18143.35","18167.76","18156.09"
"Mon Jan 02 2023 10:40:00 GMT+0530 (India Standard Time)","18188.65","18189.30","18182.25","18183.75","18174.25","18131.57","18146.84","18172.00","18161.55"
"Mon Jan 02 2023 10:45:00 GMT+0530 (India Standard Time)","18184.15","18187.35","18170.50","18175.40","18167.88","18132.95","18150.72","18174.04","18165.04"
"Mon Jan 02 2023 10:50:00 GMT+0530 (India Standard Time)","18175.15","18180.80","18170.60","18180.60","18162.58","18135.56","18153.62","18178.81","18167.31"
"Mon Jan 02 2023 10:55:00 GMT+0530 (India Standard Time)","18180.30","18183.95","18177.05","18181.00","18158.89","18138.89","18155.04","18181.91","18169.36"
"Mon Jan 02 2023 11:00:00 GMT+0530 (India Standard Time)","18181.10","18194.35","18179.30","18192.30","18156.79","18142.17","18157.54","18182.61","18171.29"
"Mon Jan 02 2023 11:05:00 GMT+0530 (India Standard Time)","18191.35","18197.65","18190.65","18196.45","18153.83","18144.50","18158.54","18185.15","18173.37"
"Mon Jan 02 2023 11:10:00 GMT+0530 (India Standard Time)","18196.35","18199.30","18183.90","18186.50","18150.67","18147.21","18159.76","18187.37","18175.11"
"Mon Jan 02 2023 11:15:00 GMT+0530 (India Standard Time)","18186.10","18191.50","18183.45","18190.85","18147.39","18149.46","18163.08","18189.42","18176.98"
"Mon Jan 02 2023 11:20:00 GMT+0530 (India Standard Time)","18191.15","18192.45","18183.60","18183.70","18146.05","18150.87","18167.62","18189.96","18178.15"
"Mon Jan 02 2023 11:25:00 GMT+0530 (India Standard Time)","18184.55","18188.75","18177.15","18183.95","18145.79","18152.95","18169.88","18188.29","18179.55"
"Mon Jan 02 2023 11:30:00 GMT+0530 (India Standard Time)","18183.85","18186.05","18174.10","18174.85","18146.40","18154.15","18171.05","18183.97","18180.37"
"Mon Jan 02 2023 11:35:00 GMT+0530 (India Standard Time)","18175.15","18181.85","18172.25","18180.25","18147.62","18155.46","18172.94","18182.72","18181.38"
"Mon Jan 02 2023 11:40:00 GMT+0530 (India Standard Time)","18180.50","18189.05","18179.30","18186.40","18148.96","18158.08","18175.71","18181.83","18183.35"
"Mon Jan 02 2023 11:45:00 GMT+0530 (India Standard Time)","18186.60","18187.70","18181.25","18181.70","18149.87","18161.54","18179.40","18181.43","18184.43"
"Mon Jan 02 2023 11:50:00 GMT+0530 (India Standard Time)","18182.05","18183.65","18171.25","18172.75","18151.13","18163.71","18181.84","18179.19","18183.36"
"Mon Jan 02 2023 11:55:00 GMT+0530 (India Standard Time)","18173.55","18176.55","18170.50","18173.10","18152.22","18165.21","18182.97","18178.84","18182.65"
"Mon Jan 02 2023 12:00:00 GMT+0530 (India Standard Time)","18172.55","18180.90","18172.05","18178.95","18152.87","18167.12","18183.98","18178.58","18182.89"
"Mon Jan 02 2023 12:05:00 GMT+0530 (India Standard Time)","18178.75","18186.00","18177.90","18181.65","18154.00","18169.59","18183.77","18177.63","18182.96"
"Mon Jan 02 2023 12:10:00 GMT+0530 (India Standard Time)","18182.40","18192.95","18181.00","18192.05","18154.66","18172.66","18183.03","18179.70","18183.70"
"Mon Jan 02 2023 12:15:00 GMT+0530 (India Standard Time)","18190.65","18197.30","18190.15","18192.60","18155.42","18175.02","18181.84","18183.67","18183.72"
"Mon Jan 02 2023 12:20:00 GMT+0530 (India Standard Time)","18193.10","18195.85","18181.65","18182.80","18157.04","18176.58","18182.30","18185.61","18182.81"
"Mon Jan 02 2023 12:25:00 GMT+0530 (India Standard Time)","18182.70","18182.70","18160.05","18167.15","18159.25","18178.01","18182.74","18183.25","18181.52"
"Mon Jan 02 2023 12:30:00 GMT+0530 (India Standard Time)","18166.95","18186.35","18165.25","18181.20","18160.76","18178.63","18181.68","18183.16","18180.87"
"Mon Jan 02 2023 12:35:00 GMT+0530 (India Standard Time)","18181.60","18185.00","18167.05","18168.55","18161.91","18178.81","18180.05","18178.46","18179.86"
"Mon Jan 02 2023 12:40:00 GMT+0530 (India Standard Time)","18168.70","18171.85","18164.55","18169.90","18163.34","18178.59","18179.33","18173.92","18178.93"
"Mon Jan 02 2023 12:45:00 GMT+0530 (India Standard Time)","18169.90","18172.55","18164.20","18170.75","18165.15","18179.29","18179.86","18171.51","18178.65"
"Mon Jan 02 2023 12:50:00 GMT+0530 (India Standard Time)","18171.10","18173.85","18160.45","18162.20","18167.38","18179.94","18181.28","18170.52","18177.45"
"Mon Jan 02 2023 12:55:00 GMT+0530 (India Standard Time)","18162.05","18162.05","18154.05","18158.00","18169.24","18179.63","18183.77","18165.88","18175.56"
"Mon Jan 02 2023 13:00:00 GMT+0530 (India Standard Time)","18158.45","18175.10","18158.05","18172.40","18170.64","18178.86","18184.77","18166.65","18174.94"
"Mon Jan 02 2023 13:05:00 GMT+0530 (India Standard Time)","18172.65","18178.70","18171.05","18175.90","18171.98","18178.56","18182.09","18167.85","18175.15"
"Mon Jan 02 2023 13:10:00 GMT+0530 (India Standard Time)","18176.50","18185.05","18174.05","18182.35","18172.82","18178.99","18180.83","18170.17","18175.76"
"Mon Jan 02 2023 13:15:00 GMT+0530 (India Standard Time)","18182.25","18187.30","18179.85","18186.10","18173.38","18179.99","18179.87","18174.95","18176.24"
"Mon Jan 02 2023 13:20:00 GMT+0530 (India Standard Time)","18185.75","18193.45","18180.65","18186.55","18173.66","18181.70","18177.54","18180.66","18176.57"
"Mon Jan 02 2023 13:25:00 GMT+0530 (India Standard Time)","18186.35","18192.00","18180.20","18182.30","18174.47","18182.58","18175.70","18182.64","18175.92"
"Mon Jan 02 2023 13:30:00 GMT+0530 (India Standard Time)","18182.90","18185.15","18171.45","18173.85","18175.24","18181.18","18173.99","18182.23","18174.67"
"Mon Jan 02 2023 13:35:00 GMT+0530 (India Standard Time)","18173.70","18185.45","18171.85","18180.45","18175.41","18180.51","18170.80","18181.85","18174.51"
"Mon Jan 02 2023 13:40:00 GMT+0530 (India Standard Time)","18180.95","18181.95","18169.60","18171.40","18175.27","18179.95","18169.96","18178.91","18174.79"
"Mon Jan 02 2023 13:45:00 GMT+0530 (India Standard Time)","18171.90","18177.60","18169.55","18173.65","18175.36","18178.48","18170.94","18176.33","18174.29"
"Mon Jan 02 2023 13:50:00 GMT+0530 (India Standard Time)","18172.90","18173.35","18163.40","18167.75","18175.87","18177.22","18172.66","18173.42","18174.24"
"Mon Jan 02 2023 13:55:00 GMT+0530 (India Standard Time)","18167.90","18172.65","18162.45","18163.10","18176.72","18175.96","18174.85","18171.27","18173.78"
"Mon Jan 02 2023 14:00:00 GMT+0530 (India Standard Time)","18162.60","18173.05","18157.95","18164.65","18178.03","18173.72","18177.29","18168.11","18173.38"
"Mon Jan 02 2023 14:05:00 GMT+0530 (India Standard Time)","18164.80","18173.35","18158.00","18169.55","18178.85","18172.83","18179.05","18167.74","18173.87"
"Mon Jan 02 2023 14:10:00 GMT+0530 (India Standard Time)","18169.80","18176.95","18167.50","18170.10","18178.28","18173.08","18178.90","18167.03","18174.67"
"Mon Jan 02 2023 14:15:00 GMT+0530 (India Standard Time)","18169.95","18169.95","18133.00","18136.15","18178.09","18173.89","18178.85","18160.71","18172.26"
"Mon Jan 02 2023 14:20:00 GMT+0530 (India Standard Time)","18135.75","18146.00","18123.20","18141.15","18177.93","18175.10","18178.23","18156.32","18169.94"
"Mon Jan 02 2023 14:25:00 GMT+0530 (India Standard Time)","18141.60","18155.15","18138.85","18147.35","18177.18","18176.60","18177.30","18152.86","18167.61"
"Mon Jan 02 2023 14:30:00 GMT+0530 (India Standard Time)","18147.50","18158.75","18143.80","18158.75","18176.50","18177.78","18175.52","18150.70","18165.78"
"Mon Jan 02 2023 14:35:00 GMT+0530 (India Standard Time)","18158.80","18159.15","18145.85","18155.90","18175.78","18177.85","18173.92","18147.86","18163.74"
"Mon Jan 02 2023 14:40:00 GMT+0530 (India Standard Time)","18155.60","18164.05","18151.25","18156.70","18174.42","18177.95","18172.24","18151.97","18162.03"
"Mon Jan 02 2023 14:45:00 GMT+0530 (India Standard Time)","18156.05","18196.65","18153.80","18190.20","18173.82","18177.68","18170.93","18161.78","18163.12"
"Mon Jan 02 2023 14:50:00 GMT+0530 (India Standard Time)","18189.65","18204.95","18188.50","18195.75","18173.90","18177.16","18171.19","18171.46","18164.14"
"Mon Jan 02 2023 14:55:00 GMT+0530 (India Standard Time)","18195.65","18205.10","18181.20","18181.60","18174.33","18176.07","18167.24","18176.03","18164.82"
"Mon Jan 02 2023 15:00:00 GMT+0530 (India Standard Time)","18183.60","18192.25","18179.95","18183.85","18175.04","18175.00","18160.72","18181.62","18165.50"
"Mon Jan 02 2023 15:05:00 GMT+0530 (India Standard Time)","18184.45","18198.35","18171.50","18198.35","18175.97","18173.81","18157.97","18189.95","18167.54"
"Mon Jan 02 2023 15:10:00 GMT+0530 (India Standard Time)","18196.90","18201.70","18184.60","18193.05","18176.75","18172.80","18156.63","18190.52","18169.54"
"Mon Jan 02 2023 15:15:00 GMT+0530 (India Standard Time)","18192.10","18207.60","18192.10","18204.00","18176.87","18172.72","18155.81","18192.17","18172.16"
"Mon Jan 02 2023 15:20:00 GMT+0530 (India Standard Time)","18203.70","18212.55","18202.35","18206.40","18177.00","18170.07","18156.17","18197.13","18174.62"
