"Date","Open","High","Low","Close","Jaw ‌Alligator‌ (y,13,21,8,13,5,8,n)","Teeth ‌Alligator‌ (y,13,21,8,13,5,8,n)","Lips ‌Alligator‌ (y,13,21,8,13,5,8,n)","MA ‌ma‌ (5,ma,0)","MA ‌ma‌ (15,ma,0)"
"Fri Dec 23 2022 13:40:00 GMT+0530 (India Standard Time)","17862.40","17873.20","17853.25","17854.10","17938.78","17913.32","17905.93","17881.52","17896.68"
"Fri Dec 23 2022 13:45:00 GMT+0530 (India Standard Time)","17854.10","17872.20","17852.15","17861.55","17934.47","17913.32","17905.97","17873.88","17892.57"
"Fri Dec 23 2022 13:50:00 GMT+0530 (India Standard Time)","17861.20","17866.70","17853.40","17862.85","17931.15","17913.41","17906.41","17865.60","17889.52"
"Fri Dec 23 2022 13:55:00 GMT+0530 (India Standard Time)","17861.05","17874.90","17855.55","17863.00","17929.09","17911.73","17905.43","17860.94","17886.06"
"Fri Dec 23 2022 14:00:00 GMT+0530 (India Standard Time)","17863.60","17866.60","17840.85","17845.20","17927.72","17909.62","17903.00","17857.34","17881.97"
"Fri Dec 23 2022 14:05:00 GMT+0530 (India Standard Time)","17845.65","17857.90","17841.45","17849.40","17927.45","17908.62","17903.18","17856.40","17879.27"
"Fri Dec 23 2022 14:10:00 GMT+0530 (India Standard Time)","17848.85","17852.90","17833.60","17834.85","17926.73","17908.31","17901.81","17851.06","17875.11"
"Fri Dec 23 2022 14:15:00 GMT+0530 (India Standard Time)","17835.25","17845.70","17831.10","17843.45","17926.47","17908.29","17896.63","17847.18","17871.96"
"Fri Dec 23 2022 14:20:00 GMT+0530 (India Standard Time)","17844.00","17847.30","17833.05","17834.55","17925.78","17907.44","17889.95","17841.49","17866.23"
"Fri Dec 23 2022 14:25:00 GMT+0530 (India Standard Time)","17835.95","17869.50","17834.35","17867.25","17924.82","17905.67","17884.40","17845.90","17864.19"
"Fri Dec 23 2022 14:30:00 GMT+0530 (India Standard Time)","17867.95","17876.50","17859.35","17866.55","17923.99","17905.45","17879.53","17849.33","17862.42"
"Fri Dec 23 2022 14:35:00 GMT+0530 (India Standard Time)","17866.70","17883.60","17861.85","17865.95","17922.14","17904.31","17876.67","17855.55","17860.16"
"Fri Dec 23 2022 14:40:00 GMT+0530 (India Standard Time)","17864.70","17868.30","17846.30","17854.10","17920.05","17900.76","17872.08","17857.68","17856.82"
"Fri Dec 23 2022 14:45:00 GMT+0530 (India Standard Time)","17852.95","17855.85","17830.45","17831.30","17918.63","17896.07","17867.60","17857.03","17853.15"
"Fri Dec 23 2022 14:50:00 GMT+0530 (India Standard Time)","17830.05","17840.60","17817.70","17834.65","17917.67","17891.83","17862.73","17850.51","17851.25"
"Fri Dec 23 2022 14:55:00 GMT+0530 (India Standard Time)","17834.70","17840.75","17815.70","17820.10","17916.94","17887.86","17857.86","17841.22","17848.98"
"Fri Dec 23 2022 15:00:00 GMT+0530 (India Standard Time)","17819.85","17832.20","17810.90","17812.75","17915.75","17885.03","17854.33","17830.58","17845.73"
"Fri Dec 23 2022 15:05:00 GMT+0530 (India Standard Time)","17813.45","17814.60","17780.45","17788.90","17914.02","17881.12","17853.85","17817.54","17840.80"
"Fri Dec 23 2022 15:10:00 GMT+0530 (India Standard Time)","17789.05","17810.90","17789.05","17810.65","17913.24","17877.19","17856.66","17813.41","17837.31"
"Fri Dec 23 2022 15:15:00 GMT+0530 (India Standard Time)","17811.15","17821.10","17796.55","17803.90","17911.94","17872.95","17859.87","17807.26","17834.56"
"Fri Dec 23 2022 15:20:00 GMT+0530 (India Standard Time)","17803.55","17824.00","17797.95","17817.20","17909.17","17868.63","17859.36","17806.68","17832.41"
"Fri Dec 23 2022 15:25:00 GMT+0530 (India Standard Time)","17816.90","17828.50","17814.20","17824.10","17905.64","17865.07","17856.12","17808.95","17831.69"
"Mon Dec 26 2022 09:15:00 GMT+0530 (India Standard Time)","17830.40","17865.40","17775.55","17834.50","17902.29","17863.43","17850.72","17818.07","17831.10"
"Mon Dec 26 2022 09:20:00 GMT+0530 (India Standard Time)","17840.35","17884.10","17828.70","17880.00","17899.04","17863.99","17846.22","17831.94","17834.13"
"Mon Dec 26 2022 09:25:00 GMT+0530 (India Standard Time)","17880.30","17910.35","17880.30","17904.20","17896.44","17865.08","17841.29","17852.00","17836.59"
"Mon Dec 26 2022 09:30:00 GMT+0530 (India Standard Time)","17904.45","17913.50","17881.70","17897.75","17893.16","17864.11","17832.54","17868.11","17838.67"
"Mon Dec 26 2022 09:35:00 GMT+0530 (India Standard Time)","17895.70","17948.15","17895.55","17942.85","17889.81","17861.49","17826.02","17891.86","17843.80"
"Mon Dec 26 2022 09:40:00 GMT+0530 (India Standard Time)","17943.20","17950.45","17935.75","17943.70","17886.23","17857.45","17822.58","17913.70","17849.77"
"Mon Dec 26 2022 09:45:00 GMT+0530 (India Standard Time)","17943.00","17956.50","17920.50","17938.80","17882.55","17853.79","17820.26","17925.46","17856.94"
"Mon Dec 26 2022 09:50:00 GMT+0530 (India Standard Time)","17938.40","17957.40","17936.25","17938.35","17879.29","17849.76","17820.48","17932.29","17863.85"
"Mon Dec 26 2022 09:55:00 GMT+0530 (India Standard Time)","17938.30","17950.70","17923.75","17933.75","17877.19","17843.23","17820.48","17939.49","17871.43"
"Mon Dec 26 2022 10:00:00 GMT+0530 (India Standard Time)","17933.95","17940.30","17922.75","17929.80","17876.47","17837.83","17827.66","17936.88","17879.23"
"Mon Dec 26 2022 10:05:00 GMT+0530 (India Standard Time)","17930.80","17939.95","17924.10","17937.75","17876.19","17834.20","17841.20","17935.69","17889.15"
"Mon Dec 26 2022 10:10:00 GMT+0530 (India Standard Time)","17937.80","17940.15","17931.90","17933.45","17874.73","17831.30","17852.48","17934.62","17897.34"
"Mon Dec 26 2022 10:15:00 GMT+0530 (India Standard Time)","17934.25","17934.25","17911.40","17914.10","17872.30","17830.05","17866.35","17929.77","17904.69"
"Mon Dec 26 2022 10:20:00 GMT+0530 (India Standard Time)","17913.65","17924.35","17907.45","17923.05","17868.98","17828.86","17881.70","17927.63","17911.74"
"Mon Dec 26 2022 10:25:00 GMT+0530 (India Standard Time)","17923.30","17940.70","17920.35","17937.65","17865.85","17832.30","17893.06","17929.20","17919.31"
"Mon Dec 26 2022 10:30:00 GMT+0530 (India Standard Time)","17937.55","17939.20","17927.60","17935.65","17862.44","17840.18","17903.81","17928.78","17926.06"
"Mon Dec 26 2022 10:35:00 GMT+0530 (India Standard Time)","17935.85","17947.35","17932.50","17940.40","17857.45","17847.36","17910.50","17930.17","17930.08"
"Mon Dec 26 2022 10:40:00 GMT+0530 (India Standard Time)","17940.60","17949.30","17934.70","17934.70","17853.03","17856.67","17914.70","17934.29","17932.12"
"Mon Dec 26 2022 10:45:00 GMT+0530 (India Standard Time)","17937.20","17946.35","17933.05","17946.00","17849.63","17867.47","17918.17","17938.88","17935.33"
"Mon Dec 26 2022 10:50:00 GMT+0530 (India Standard Time)","17945.45","17954.65","17944.90","17951.00","17846.65","17876.35","17921.74","17941.55","17935.88"
"Mon Dec 26 2022 10:55:00 GMT+0530 (India Standard Time)","17952.10","17961.10","17942.20","17959.75","17844.71","17885.16","17921.96","17946.37","17936.95"
"Mon Dec 26 2022 11:00:00 GMT+0530 (India Standard Time)","17960.50","17963.85","17953.90","17956.95","17842.84","17891.67","17920.74","17949.68","17938.16"
"Mon Dec 26 2022 11:05:00 GMT+0530 (India Standard Time)","17957.60","17962.00","17951.75","17953.50","17843.89","17896.65","17922.70","17953.44","17939.17"
"Mon Dec 26 2022 11:10:00 GMT+0530 (India Standard Time)","17953.80","17961.45","17950.45","17951.80","17847.84","17901.07","17924.84","17954.60","17940.37"
"Mon Dec 26 2022 11:15:00 GMT+0530 (India Standard Time)","17951.55","17955.20","17948.15","17955.05","17851.67","17905.44","17927.86","17955.41","17942.05"
"Mon Dec 26 2022 11:20:00 GMT+0530 (India Standard Time)","17955.45","17975.65","17952.10","17975.65","17857.07","17907.61","17930.69","17958.59","17944.58"
"Mon Dec 26 2022 11:25:00 GMT+0530 (India Standard Time)","17975.30","17976.70","17965.55","17966.95","17863.69","17908.65","17932.49","17960.59","17946.81"
"Mon Dec 26 2022 11:30:00 GMT+0530 (India Standard Time)","17967.10","17982.30","17967.00","17981.60","17869.44","17911.38","17935.95","17966.21","17951.31"
"Mon Dec 26 2022 11:35:00 GMT+0530 (India Standard Time)","17981.85","17985.05","17978.10","17985.05","17875.39","17914.14","17939.09","17972.86","17955.45"
"Mon Dec 26 2022 11:40:00 GMT+0530 (India Standard Time)","17985.75","17997.20","17985.65","17997.20","17880.15","17917.36","17943.04","17981.29","17959.42"
"Mon Dec 26 2022 11:45:00 GMT+0530 (India Standard Time)","17998.30","18001.15","17993.30","17995.80","17884.10","17920.44","17945.81","17985.32","17963.43"
"Mon Dec 26 2022 11:50:00 GMT+0530 (India Standard Time)","17997.15","18004.80","17993.65","17999.00","17887.79","17922.85","17947.84","17991.73","17967.33"
"Mon Dec 26 2022 11:55:00 GMT+0530 (India Standard Time)","17999.90","17999.90","17987.25","17991.10","17891.50","17926.21","17948.61","17993.63","17971.09"
"Mon Dec 26 2022 12:00:00 GMT+0530 (India Standard Time)","17992.60","17999.75","17987.30","17994.55","17893.91","17929.39","17951.66","17995.53","17974.33"
"Mon Dec 26 2022 12:05:00 GMT+0530 (India Standard Time)","17995.85","18000.95","17989.85","17998.65","17895.60","17933.08","17955.55","17995.82","17977.51"
"Mon Dec 26 2022 12:10:00 GMT+0530 (India Standard Time)","17999.20","18002.55","17995.05","18000.25","17898.29","17936.05","17959.37","17996.71","17980.21"
"Mon Dec 26 2022 12:15:00 GMT+0530 (India Standard Time)","18001.10","18005.20","17996.15","18004.60","17900.99","17938.54","17963.81","17997.83","17983.38"
"Mon Dec 26 2022 12:20:00 GMT+0530 (India Standard Time)","18006.25","18006.25","17988.40","17991.35","17903.98","17940.18","17969.34","17997.88","17985.91"
"Mon Dec 26 2022 12:25:00 GMT+0530 (India Standard Time)","17991.60","17991.60","17979.00","17979.00","17906.91","17943.14","17974.91","17994.77","17987.72"
"Mon Dec 26 2022 12:30:00 GMT+0530 (India Standard Time)","17979.80","17980.00","17963.45","17970.30","17909.43","17946.64","17979.78","17989.10","17988.74"
"Mon Dec 26 2022 12:35:00 GMT+0530 (India Standard Time)","17970.30","17984.80","17964.20","17983.55","17912.53","17950.14","17982.54","17985.76","17989.26"
"Mon Dec 26 2022 12:40:00 GMT+0530 (India Standard Time)","17983.95","17990.35","17976.05","17979.45","17915.54","17954.07","17984.73","17980.73","17990.10"
"Mon Dec 26 2022 12:45:00 GMT+0530 (India Standard Time)","17978.45","17978.90","17970.35","17974.10","17918.88","17958.74","17986.87","17977.28","17989.60"
"Mon Dec 26 2022 12:50:00 GMT+0530 (India Standard Time)","17974.75","17976.45","17964.65","17973.40","17921.80","17963.55","17989.25","17976.16","17988.82"
"Mon Dec 26 2022 12:55:00 GMT+0530 (India Standard Time)","17975.40","17986.40","17974.65","17982.65","17924.43","17968.01","17991.54","17978.63","17987.85"
"Mon Dec 26 2022 13:00:00 GMT+0530 (India Standard Time)","17984.15","17998.60","17980.35","17996.40","17926.52","17971.21","17992.70","17981.20","17987.89"
"Mon Dec 26 2022 13:05:00 GMT+0530 (India Standard Time)","17996.80","18002.15","17988.10","17994.05","17929.40","17974.00","17991.22","17984.12","17987.56"
"Mon Dec 26 2022 13:10:00 GMT+0530 (India Standard Time)","17994.90","17998.30","17988.30","17990.50","17932.61","17976.67","17987.32","17987.40","17987.52"
"Mon Dec 26 2022 13:15:00 GMT+0530 (India Standard Time)","17991.40","17997.80","17985.10","17986.80","17935.84","17979.44","17984.75","17990.08","17987.00"
"Mon Dec 26 2022 13:20:00 GMT+0530 (India Standard Time)","17987.50","17992.40","17975.90","17977.55","17939.36","17982.09","17984.44","17989.06","17985.60"
"Mon Dec 26 2022 13:25:00 GMT+0530 (India Standard Time)","17979.75","17983.55","17974.00","17983.55","17943.36","17984.00","17982.48","17986.49","17984.48"
"Mon Dec 26 2022 13:30:00 GMT+0530 (India Standard Time)","17984.65","18001.05","17984.65","18000.30","17947.51","17984.16","17980.09","17987.74","17984.20"
"Mon Dec 26 2022 13:35:00 GMT+0530 (India Standard Time)","18001.45","18014.55","17996.70","18011.40","17951.48","17982.60","17980.18","17991.92","17985.53"
"Mon Dec 26 2022 13:40:00 GMT+0530 (India Standard Time)","18013.00","18014.10","17995.10","18003.40","17954.72","17981.59","17982.04","17995.24","17987.16"
"Mon Dec 26 2022 13:45:00 GMT+0530 (India Standard Time)","18003.45","18008.25","17996.10","17998.70","17957.71","17981.79","17984.66","17999.47","17989.05"
"Mon Dec 26 2022 13:50:00 GMT+0530 (India Standard Time)","17999.60","18006.50","17990.45","17990.45","17960.61","17980.90","17986.38","18000.85","17989.51"
"Mon Dec 26 2022 13:55:00 GMT+0530 (India Standard Time)","17991.65","17991.65","17978.50","17986.75","17963.54","17979.60","17987.40","17998.14","17990.00"
"Mon Dec 26 2022 14:00:00 GMT+0530 (India Standard Time)","17987.05","18007.15","17987.05","18004.80","17966.40","17979.72","17986.75","17996.82","17992.05"
"Mon Dec 26 2022 14:05:00 GMT+0530 (India Standard Time)","18006.20","18008.50","17992.30","18008.50","17968.78","17980.94","17985.15","17997.84","17994.39"
"Mon Dec 26 2022 14:10:00 GMT+0530 (India Standard Time)","18010.40","18012.40","18004.70","18011.15","17970.05","17982.71","17986.69","18000.33","17996.29"
"Mon Dec 26 2022 14:15:00 GMT+0530 (India Standard Time)","18012.65","18014.65","18004.90","18014.55","17970.18","17984.04","17990.48","18005.15","17997.50"
"Mon Dec 26 2022 14:20:00 GMT+0530 (India Standard Time)","18014.30","18029.60","18014.30","18026.70","17970.51","17984.96","17993.30","18013.14","17999.67"
"Mon Dec 26 2022 14:25:00 GMT+0530 (India Standard Time)","18027.80","18029.40","18014.65","18028.15","17971.49","17984.86","17995.08","18017.81","18002.18"
"Mon Dec 26 2022 14:30:00 GMT+0530 (India Standard Time)","18029.55","18055.80","18027.05","18054.50","17971.73","17984.10","17995.76","18027.01","18006.70"
"Mon Dec 26 2022 14:35:00 GMT+0530 (India Standard Time)","18054.75","18068.25","18045.00","18065.30","17971.64","17985.19","17993.62","18037.84","18012.55"
"Mon Dec 26 2022 14:40:00 GMT+0530 (India Standard Time)","18066.55","18075.90","18055.50","18063.40","17972.32","17987.75","17994.32","18047.61","18017.87"
"Mon Dec 26 2022 14:45:00 GMT+0530 (India Standard Time)","18062.75","18071.55","18049.95","18070.05","17973.64","17989.85","17995.53","18056.28","18022.52"
"Mon Dec 26 2022 14:50:00 GMT+0530 (India Standard Time)","18070.70","18075.30","18063.10","18070.90","17975.29","17991.39","17998.14","18064.83","18026.49"
"Mon Dec 26 2022 14:55:00 GMT+0530 (India Standard Time)","18071.85","18083.50","18066.35","18081.00","17976.68","17992.28","18000.46","18070.13","18031.66"
"Mon Dec 26 2022 15:00:00 GMT+0530 (India Standard Time)","18081.95","18081.95","18053.90","18061.20","17977.82","17991.38","18004.76","18069.31","18035.83"
"Mon Dec 26 2022 15:05:00 GMT+0530 (India Standard Time)","18059.05","18059.05","18025.30","18025.30","17978.30","17992.09","18008.21","18061.69","18038.15"
"Mon Dec 26 2022 15:10:00 GMT+0530 (India Standard Time)","18024.30","18024.30","17984.55","17994.85","17978.34","17993.13","18014.86","18046.65","18038.69"
"Mon Dec 26 2022 15:15:00 GMT+0530 (India Standard Time)","17995.70","18009.85","17990.65","18002.50","17979.46","17995.06","18023.21","18032.97","18038.54"
"Mon Dec 26 2022 15:20:00 GMT+0530 (India Standard Time)","18003.35","18008.85","17996.80","18003.15","17981.47","17996.90","18031.71","18017.40","18038.18"
"Mon Dec 26 2022 15:25:00 GMT+0530 (India Standard Time)","18003.90","18012.85","17999.30","18009.60","17983.25","18000.03","18037.52","18007.08","18038.08"
"Tue Dec 27 2022 09:15:00 GMT+0530 (India Standard Time)","18089.80","18114.40","18065.00","18112.80","17984.70","18002.78","18043.85","18024.58","18044.63"
"Tue Dec 27 2022 09:20:00 GMT+0530 (India Standard Time)","18111.45","18133.40","18101.40","18111.55","17985.76","18007.61","18050.07","18047.92","18050.28"
"Tue Dec 27 2022 09:25:00 GMT+0530 (India Standard Time)","18111.20","18111.20","18050.35","18062.85","17985.71","18013.74","18053.64","18059.99","18052.60"
"Tue Dec 27 2022 09:30:00 GMT+0530 (India Standard Time)","18064.00","18064.00","18004.45","18021.65","17986.59","18020.23","18051.35","18063.69","18050.41"
"Tue Dec 27 2022 09:35:00 GMT+0530 (India Standard Time)","18022.60","18022.65","17984.35","18017.60","17987.65","18025.30","18041.96","18065.29","18047.23"
"Tue Dec 27 2022 09:40:00 GMT+0530 (India Standard Time)","18018.20","18045.80","17995.95","17995.95","17989.26","18030.79","18033.62","18041.92","18042.73"
"Tue Dec 27 2022 09:45:00 GMT+0530 (India Standard Time)","17995.45","18006.35","17969.95","17971.60","17990.83","18036.30","18027.46","18013.93","18036.17"
"Tue Dec 27 2022 09:50:00 GMT+0530 (India Standard Time)","17972.55","17992.10","17968.85","17980.55","17993.23","18040.26","18023.18","17997.47","18030.14"
"Tue Dec 27 2022 09:55:00 GMT+0530 (India Standard Time)","17978.65","18002.85","17967.50","18002.20","17995.44","18040.50","18036.49","17993.58","18024.89"
"Tue Dec 27 2022 10:00:00 GMT+0530 (India Standard Time)","18003.30","18004.30","17979.10","17986.75","17998.98","18035.99","18052.67","17987.41","18019.93"
"Tue Dec 27 2022 10:05:00 GMT+0530 (India Standard Time)","17986.75","18007.35","17983.90","18007.35","18003.41","18031.52","18058.29","17989.69","18018.73"
"Tue Dec 27 2022 10:10:00 GMT+0530 (India Standard Time)","18009.25","18020.15","17988.95","18005.25","18008.21","18027.93","18053.48","17996.42","18019.42"
"Tue Dec 27 2022 10:15:00 GMT+0530 (India Standard Time)","18005.80","18009.80","17993.60","18002.90","18012.25","18025.20","18043.48","18000.89","18019.45"
"Tue Dec 27 2022 10:20:00 GMT+0530 (India Standard Time)","18003.20","18015.25","18002.85","18007.10","18016.63","18033.26","18038.96","18001.87","18019.71"
"Tue Dec 27 2022 10:25:00 GMT+0530 (India Standard Time)","18008.05","18034.40","18006.20","18033.85","18021.11","18043.78","18028.80","18011.29","18021.33"
"Tue Dec 27 2022 10:30:00 GMT+0530 (India Standard Time)","18033.40","18039.15","18019.95","18038.55","18024.71","18048.40","18019.13","18017.53","18016.38"
"Tue Dec 27 2022 10:35:00 GMT+0530 (India Standard Time)","18038.20","18048.15","18029.85","18041.50","18026.06","18046.63","18012.34","18024.78","18011.71"
"Tue Dec 27 2022 10:40:00 GMT+0530 (India Standard Time)","18042.35","18045.55","18026.65","18035.45","18024.39","18041.24","18008.21","18031.29","18009.88"
"Tue Dec 27 2022 10:45:00 GMT+0530 (India Standard Time)","18035.15","18041.00","18022.65","18038.35","18022.54","18038.69","18005.70","18037.54","18011.00"
"Tue Dec 27 2022 10:50:00 GMT+0530 (India Standard Time)","18038.45","18049.10","18034.10","18048.55","18021.02","18032.38","18005.47","18040.48","18013.06"
"Tue Dec 27 2022 10:55:00 GMT+0530 (India Standard Time)","18049.55","18051.90","18040.25","18048.60","18019.87","18025.89","18004.71","18042.49","18016.57"
"Tue Dec 27 2022 11:00:00 GMT+0530 (India Standard Time)","18048.45","18052.10","18040.65","18051.15","18025.24","18020.80","18005.58","18044.42","18021.87"
"Tue Dec 27 2022 11:05:00 GMT+0530 (India Standard Time)","18050.70","18057.45","18049.35","18055.90","18032.33","18017.16","18008.52","18048.51","18026.90"
"Tue Dec 27 2022 11:10:00 GMT+0530 (India Standard Time)","18055.60","18060.20","18042.75","18049.60","18036.06","18014.47","18012.73","18050.76","18030.06"
"Tue Dec 27 2022 11:15:00 GMT+0530 (India Standard Time)","18048.00","18056.05","18030.80","18056.05","18035.92","18013.23","18017.98","18052.26","18034.68"
"Tue Dec 27 2022 11:20:00 GMT+0530 (India Standard Time)","18056.65","18062.55","18044.20","18046.75","18033.42","18011.79","18021.61","18051.89","18037.30"
"Tue Dec 27 2022 11:25:00 GMT+0530 (India Standard Time)","18047.30","18050.75","18040.80","18044.15","18032.46","18011.45","18023.65","18050.49","18039.90"
"Tue Dec 27 2022 11:30:00 GMT+0530 (India Standard Time)","18044.05","18047.65","18038.40","18039.30","18029.05","18012.55","18027.24","18047.17","18042.32"
"Tue Dec 27 2022 11:35:00 GMT+0530 (India Standard Time)","18039.20","18044.05","18033.60","18035.00","18025.31","18014.68","18031.01","18044.25","18044.18"
"Tue Dec 27 2022 11:40:00 GMT+0530 (India Standard Time)","18034.65","18044.10","18029.20","18041.25","18022.23","18017.72","18034.08","18041.29","18044.68"
"Tue Dec 27 2022 11:45:00 GMT+0530 (India Standard Time)","18041.75","18047.05","18035.75","18040.25","18019.88","18020.02","18037.94","18039.99","18044.79"
"Tue Dec 27 2022 11:50:00 GMT+0530 (India Standard Time)","18040.15","18062.70","18038.10","18060.85","18018.01","18021.49","18040.65","18043.33","18046.08"
"Tue Dec 27 2022 11:55:00 GMT+0530 (India Standard Time)","18061.20","18062.10","18053.40","18054.55","18016.98","18024.01","18041.21","18046.38","18047.35"
"Tue Dec 27 2022 12:00:00 GMT+0530 (India Standard Time)","18054.70","18065.80","18048.85","18057.60","18015.80","18026.76","18043.64","18050.90","18048.64"
"Tue Dec 27 2022 12:05:00 GMT+0530 (India Standard Time)","18057.50","18059.60","18048.05","18055.55","18015.28","18029.22","18044.07","18053.76","18049.10"
"Tue Dec 27 2022 12:10:00 GMT+0530 (India Standard Time)","18055.70","18057.30","18052.35","18054.85","18015.67","18032.24","18043.86","18056.68","18049.52"
"Tue Dec 27 2022 12:15:00 GMT+0530 (India Standard Time)","18054.45","18071.60","18046.50","18066.10","18016.74","18034.64","18042.85","18057.73","18050.52"
"Tue Dec 27 2022 12:20:00 GMT+0530 (India Standard Time)","18067.70","18068.30","18043.80","18050.00","18018.45","18035.74","18041.61","18056.82","18050.12"
"Tue Dec 27 2022 12:25:00 GMT+0530 (India Standard Time)","18050.75","18052.80","18045.20","18048.20","18019.81","18037.95","18041.57","18054.94","18050.03"
"Tue Dec 27 2022 12:30:00 GMT+0530 (India Standard Time)","18047.60","18054.60","18037.65","18042.90","18020.73","18038.92","18043.34","18052.41","18049.15"
"Tue Dec 27 2022 12:35:00 GMT+0530 (India Standard Time)","18042.45","18046.50","18038.60","18045.95","18022.34","18039.44","18046.22","18050.63","18049.10"
"Tue Dec 27 2022 12:40:00 GMT+0530 (India Standard Time)","18045.75","18051.45","18038.95","18044.55","18024.16","18039.36","18048.44","18046.32","18049.13"
"Tue Dec 27 2022 12:45:00 GMT+0530 (India Standard Time)","18044.35","18047.55","18028.20","18029.15","18025.87","18039.02","18049.52","18042.15","18048.45"
"Tue Dec 27 2022 12:50:00 GMT+0530 (India Standard Time)","18029.40","18034.05","18014.85","18034.05","18027.99","18039.32","18050.58","18039.32","18048.39"
"Tue Dec 27 2022 12:55:00 GMT+0530 (India Standard Time)","18033.65","18033.65","18026.05","18028.00","18029.80","18040.70","18052.27","18036.34","18047.50"
"Tue Dec 27 2022 13:00:00 GMT+0530 (India Standard Time)","18027.60","18045.45","18022.05","18042.75","18030.84","18042.83","18053.03","18035.70","18047.67"
"Tue Dec 27 2022 13:05:00 GMT+0530 (India Standard Time)","18043.40","18053.10","18041.80","18047.80","18032.58","18044.65","18052.22","18036.35","18046.80"
"Tue Dec 27 2022 13:10:00 GMT+0530 (India Standard Time)","18048.00","18057.60","18046.05","18055.80","18033.59","18045.79","18051.00","18041.68","18046.88"
"Tue Dec 27 2022 13:15:00 GMT+0530 (India Standard Time)","18055.70","18060.70","18052.35","18053.45","18034.32","18046.92","18049.31","18045.56","18046.61"
"Tue Dec 27 2022 13:20:00 GMT+0530 (India Standard Time)","18053.40","18075.60","18048.30","18070.70","18034.66","18048.44","18048.49","18054.10","18047.62"
"Tue Dec 27 2022 13:25:00 GMT+0530 (India Standard Time)","18071.10","18073.75","18058.40","18063.65","18034.82","18049.39","18046.37","18058.28","18048.20"
"Tue Dec 27 2022 13:30:00 GMT+0530 (India Standard Time)","18062.70","18065.25","18057.40","18064.15","18035.32","18049.34","18041.98","18061.55","18048.07"
"Tue Dec 27 2022 13:35:00 GMT+0530 (India Standard Time)","18063.55","18074.20","18061.50","18068.35","18036.48","18048.94","18039.56","18064.06","18049.30"
"Tue Dec 27 2022 13:40:00 GMT+0530 (India Standard Time)","18068.20","18072.50","18063.80","18066.20","18038.12","18048.14","18038.40","18066.61","18050.50"
"Tue Dec 27 2022 13:45:00 GMT+0530 (India Standard Time)","18067.45","18096.15","18064.55","18092.65","18039.60","18047.77","18040.21","18071.00","18053.81"
"Tue Dec 27 2022 13:50:00 GMT+0530 (India Standard Time)","18092.65","18109.75","18092.65","18108.20","18040.69","18046.54","18042.53","18079.91","18057.96"
"Tue Dec 27 2022 13:55:00 GMT+0530 (India Standard Time)","18108.60","18112.05","18093.70","18102.45","18041.78","18043.77","18045.33","18087.57","18061.82"
"Tue Dec 27 2022 14:00:00 GMT+0530 (India Standard Time)","18102.55","18110.25","18095.75","18105.15","18043.11","18042.03","18048.65","18094.93","18066.89"
"Tue Dec 27 2022 14:05:00 GMT+0530 (India Standard Time)","18105.40","18117.85","18100.15","18113.90","18044.10","18041.00","18052.14","18104.47","18072.21"
"Tue Dec 27 2022 14:10:00 GMT+0530 (India Standard Time)","18114.70","18124.55","18111.60","18122.20","18044.48","18041.81","18053.98","18110.38","18078.49"
"Tue Dec 27 2022 14:15:00 GMT+0530 (India Standard Time)","18122.80","18123.85","18106.15","18106.65","18044.61","18043.06","18056.75","18110.07","18082.75"
"Tue Dec 27 2022 14:20:00 GMT+0530 (India Standard Time)","18106.50","18113.40","18090.65","18091.80","18044.45","18044.74","18059.03","18107.94","18085.69"
"Tue Dec 27 2022 14:25:00 GMT+0530 (India Standard Time)","18091.55","18094.70","18073.45","18086.40","18044.51","18046.89","18063.29","18104.19","18087.73"
"Tue Dec 27 2022 14:30:00 GMT+0530 (India Standard Time)","18086.70","18098.40","18078.85","18087.10","18044.00","18049.29","18070.88","18098.83","18089.97"
"Tue Dec 27 2022 14:35:00 GMT+0530 (India Standard Time)","18087.40","18102.05","18086.35","18100.20","18042.49","18050.79","18077.28","18094.43","18091.94"
"Tue Dec 27 2022 14:40:00 GMT+0530 (India Standard Time)","18100.55","18131.55","18098.95","18128.70","18041.52","18052.93","18082.42","18098.84","18096.27"
"Tue Dec 27 2022 14:45:00 GMT+0530 (India Standard Time)","18129.60","18135.95","18119.75","18129.10","18040.92","18054.83","18087.74","18106.30","18100.60"
"Tue Dec 27 2022 14:50:00 GMT+0530 (India Standard Time)","18128.35","18141.25","18124.70","18137.80","18041.42","18058.02","18093.80","18116.58","18105.23"
"Tue Dec 27 2022 14:55:00 GMT+0530 (India Standard Time)","18138.30","18138.30","18120.05","18123.50","18042.22","18063.42","18098.04","18123.86","18109.05"
"Tue Dec 27 2022 15:00:00 GMT+0530 (India Standard Time)","18127.50","18133.10","18106.70","18127.55","18043.32","18068.35","18098.84","18129.33","18111.38"
"Tue Dec 27 2022 15:05:00 GMT+0530 (India Standard Time)","18127.15","18128.10","18113.05","18116.45","18044.76","18072.68","18095.89","18126.88","18111.93"
"Tue Dec 27 2022 15:10:00 GMT+0530 (India Standard Time)","18115.25","18133.55","18113.50","18132.95","18046.40","18077.22","18094.43","18127.65","18113.96"
"Tue Dec 27 2022 15:15:00 GMT+0530 (India Standard Time)","18131.80","18146.50","18131.35","18146.40","18047.55","18082.33","18094.39","18129.37","18116.71"
"Tue Dec 27 2022 15:20:00 GMT+0530 (India Standard Time)","18143.80","18148.60","18138.05","18144.05","18049.11","18086.41","18098.56","18133.48","18118.72"
